Literal Lemma,MariT sense,IWN sense,Gloss S. (WM),Total S.,T. Relation S.,Mariterm ID,ItalWN ID,Mariterm Gloss,ItalWN Gloss,MariTerm Relations,ItalWN Relations,bonus,malus,missing_relations,no_gloss_relations,bonus_relations
navalmeccanica,1,1,-0.1,0.23,0.0,N#11,N#13779,[FALLBACK] attività volta a creare congegni e macchinari,tecnica di progettazione e costruzione delle parti meccaniche delle navi,"['has_hyperonym, tecnologia, attività volta a creare congegni e macchinari (Score: [0.00] * [0.82] = 0.00)']","['has_hyperonym, tecnologia, studio dei problemi tecnici (Score: [0.00] * [0.82] = 0.00)']",0.33,0,[],[],['tecnologia']
Newport,1,1,0.0,0.0,0,NP#1219,NP#47868,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
North_Atlantic_Treaty_Organization_(Organizzazione_del_Trattato_nord_atlantico),1,1,0.0,0.0,0,NP#2355,NP#48423,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
nuvolosità,1,1,-0.1,-0.1,0,N#2528,N#27957,[FALLBACK] ,[FALLBACK] caratteristica di persona o cosa che ne determina e identifica la natura,[],"['xpos_near_synonym, nuvoloso, coperto di nubi (Score: 0.00)', 'has_hyperonym, attributo, caratteristica di persona o cosa che ne determina e identifica la natura (Score: 0.00)']",0,0,[],[],[]
Nyborg,1,1,0.0,0.0,0,NP#1220,NP#48501,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Oceania,1,1,0.0,0.0,0,NP#2633,NP#46037,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Odense,1,1,0.0,0.0,0,NP#1221,NP#48464,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Olbia,1,1,0.0,0.0,0,NP#2256,NP#47409,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
onda,1,2,0.08924272597036102,-2.550757274029639,0,N#1496,N#3279,"oscillazione dell acqua nel mare  prodotta da una forza esterna tipicamente il vento che ne perturba l equilibrio a seconda della forza del vento la superficie del mare assume forme progressivamente più ripide e movimentate
",movimento simile a quello di una superficie attraversata da onde,"['has_hyperonym, fenomeno_naturale, No Gloss (Score: 0.00)', 'has_hyponym, frangente, onda del mare che  in corrispondenza di bassifondi o scogli affioranti  rompe in spuma e spruzzi. (Score: 0.00)', 'has_hyponym, onda alta, onda che supera i quattro metri di altezza (H > 4 m). (Score: 0.00)', ""has_hyponym, onda bassa, onda con un'altezza inferiore ai due metri (H < 2m). (Score: 0.00)"", 'has_hyponym, onda corta, onda che ha una lunghezza inferiore ai cento metri (L < 100 m). (Score: 0.00)', ""has_hyponym, onda di media altezza, onda con un'altezza non inferiore ai due metri e non superiore ai quattro metri (h = 2-4). (Score: 0.00)"", 'has_hyponym, onda di media lunghezza, onda con una lunghezza non inferiore ai cento metri e non superiore ai duecento metri (L = 100-200 m). (Score: 0.00)', 'has_hyponym, onda lunga, onda con una lunghezza superiore ai duecento metri (L > 200 m). (Score: 0.00)']","[""has_hyperonym, ondata, l'affluire di liquidi o cose  l'affluire verso un dato luogo  spec. di liquidi. (Score: 0.00)""]",0,-2.64,"['fenomeno_naturale', 'frangente', 'onda alta', 'onda bassa', 'onda corta', 'onda di media altezza', 'onda di media lunghezza', 'onda lunga']",[],[]
orario,2,2,0.09042421401858966,-0.23957578598141036,0,N#2282,N#3345,prospetto contenente le ore di partenza e arrivo di un servizio di trasporto pubblico l orario dei treni  dei traghetti,prospetto che illustra l orario già disposto,"['has_hyperonym, schema, No Gloss (Score: 0.00)']","['has_hyperonym, tabulato, breve schema illustrante caratteristiche fondamentali di qualcosa (Score: 0.00)']",0,-0.33,['schema'],[],[]
Organizzazione_delle_Nazioni_Unite,1,1,0.0,0.0,0,NP#2356,NP#45786,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
orzata,1,1,-0.1,-0.76,0,N#848,N#22952,movimento angolare derivato dall azione di orzare,[FALLBACK] bevanda dissetante.,"[""xpos_near_synonym, andare all'orza, dirigere la prua verso il vento (Score: 0.00)"", ""has_hyperonym, movimento, movimento dell'imbarcazione . (Score: 0.00)""]","['has_hyperonym, bibita, bevanda dissetante. (Score: 0.00)']",0,-0.66,"[""andare all'orza"", 'movimento']",[],[]
Oslo,1,1,0.0,0.0,0,NP#1222,NP#47196,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Ostenda,1,1,0.0,0.0,0,NP#1223,NP#46217,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
osteriggio,1,1,-0.1,-0.1,0,N#850,N#9189,chiusura ermetica di boccaporto nelle imbarcazioni da diporto,[FALLBACK] passaggio aperto  varco.,[],"['has_hyperonym, sbocco, passaggio aperto  varco. (Score: 0.00)']",0,0,[],[],[]
Owendo,1,1,0.0,0.0,0,NP#1224,NP#48439,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Pacifico,1,1,0.0,0.0,0,NP#2016,NP#46429,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
pagliolo,1,1,0.0379419495439416,-0.2920580504560584,0,N#858,N#27670,nelle navi indica qualunque tipo di pavimento  nelle imbarcazioni da diporto è lo strato di tavole di legno posto sul fondo con funzione di pavimento,il fondo interno della barca,"['has_hyperonym, fondo, la parte bassa (Score: 0.00)']","['has_hyperonym, basso, la parte inferiore  ciò che sta sotto. (Score: 0.00)']",0,-0.33,['fondo'],[],[]
Palermo,1,1,0.0,0.0,0,NP#2382,NP#47527,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
paranco,1,1,0.1273374764352654,-0.2026625235647346,0,N#910,N#22288,sistema funicolare formato da due bozzelli e da una cima o un cavo d acciaio  passante per le carrucole dei bozzelli stessi serve per ridurre lo sforzo necessario per vincere una resistenza,dispositivo meccanico usato per il sollevamento dei carichi,"[""has_hyponym, paranco del boma, paranco a più vie che serve per regolare l'angolazione del boma contrastando la forza esercitata dalla randa. (Score: 0.00)""]","['has_hyperonym, ordigno, meccanismo atto a compiere un certo lavoro  meccanismo atto a compiere un dato lavoro. (Score: 0.00)', 'has_hyponym, capone, grosso paranco (Score: 0.00)']",0,-0.33,['paranco del boma'],[],[]
parete,1,2,0.0026634677491957637,-0.6573365322508042,0,N#796,N#11000,[FALLBACK] tramezzo verticale  normalmente in legno  che divide lo spazio interno nelle navi e nelle imbarcazioni  creando i diversi locali e le cabine.,superficie che delimita un elemento,"['has_hyperonym, muro, costruzione in muratura  in sassi  mattoni o altro  commesso con calcina o cemento. (Score: 0.00)', 'has_hyponym, paratia, tramezzo verticale  normalmente in legno  che divide lo spazio interno nelle navi e nelle imbarcazioni  creando i diversi locali e le cabine. (Score: 0.00)']","['has_hyperonym, piano, No Gloss (Score: 0.00)']",0,-0.66,"['muro', 'paratia']",[],[]
Parigi,1,1,0.0,0.0,0,NP#2351,NP#47556,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
parola,1,5,0.0,0.0,0,N#2245,N#26082,[FALLBACK] ,in informatica  unità logica minima di informazione,[],"['has_hyperonym, unità, stato (Score: 0.00)']",0,0,[],[],[]
parte,1,7,0.05629715757507138,-18.09370284242492,0,N#421,N#12347,ciascuno degli elementi o delle parti in cui è diviso un tutto,ruolo di un cantante o di uno strumento,"['has_hyponym, accessorio, parte di ricambio o di complemento ad attrezzature o impianti. (Score: 0.00)', 'has_hyponym, ago della bussola, elemento magnetico rigidamente fissato alla rosa della bussola che  puntando verso il Nord magnetico  la fa girare e orientare.  (Score: 0.00)', 'has_hyponym, ago magnetico, elemento direttivo e sensibile della bussola magnetica. (Score: 0.00)', 'has_hyponym, agugliotto, maschio del cardine con il quale la pala del timone è colle gata alla poppa. (Score: 0.00)', 'has_hyponym, albero, palo che regge le vele in una imbarcazione (Score: 0.00)', ""has_hyponym, astuccio dell'asse, tubo che contiene la parte finale dell'asse dell' elica  assicurando la tenuta alle infiltrazioni dell'acqua. (Score: 0.00)"", ""has_hyponym, avamporto, zona di mare antistante l'entrata del porto  in genere protetta da dighe foranee. (Score: 0.00)"", ""has_hyponym, baglio, trave che collega orizzontalmente le fiancate dell'imbarcazione  per tutta la sua lunghezza e sostenendo il peso della coperta (o ponte). (Score: 0.00)"", ""has_hyponym, bagnasciuga, parte esterna dello scafo che sta a pelo dell'acqua e che può essere bagnata o meno a seconda del carico e del moto ondoso. (Score: 0.00)"", 'has_hyponym, barra, leva orizzontale fissata sulla testa del timone che trasmette alla pala il moto angolare. (Score: 0.00)', 'has_hyponym, base, lato inferiore della vela. (Score: 0.00)', 'has_hyponym, calcagnolo, la parte di chiglia sulla quale poggia la parte inferiore della pala del timone.   (Score: 0.00)', ""has_hyponym, carabottino, graticolato usato come pavimento per le zone in cui si vuole che l'acqua passi e scorra via. (Score: 0.00)"", ""has_hyponym, carena, la parte dello scafo che normalmente sta sotto il livello dell'acqua. (Score: 0.00)"", ""has_hyponym, cassero, sulle grandi navi a vela fino al XIX secolo: il tratto di coperta tra il casseretto e l'albero maestro. (Score: 0.00)"", ""has_hyponym, chiglia, trave in uno o più pezzi che corre dalla prua alla poppa e costituisce il fondo dello scafo. E' l'elemento più importante della struttura di una imbarcazione. (Score: 0.00)"", 'has_hyponym, coffa, piattaforma circolare o semicircolare posta sulla cima degli alberi degli antichi velieri o di moderne imbarcazioni di grandi dimensioni. (Score: 0.00)', 'has_hyponym, continente, terraferma  parte emersa di un continente (Score: 0.00)', ""has_hyponym, diamante, parte terminale del fuso dell'ancora dal quale si dipartono le marre.  (Score: 0.00)"", 'has_hyponym, ruota di poppa, elemento costruttivo di una imbarcazione posto in verticale all\'estrema poppa e collegato inferiormente alla chiglia. Sostiene l\'asse del timone e lo ""specchio di poppa"" . (Score: 0.00)', ""has_hyponym, ruota di prora, elemento costruttivo di una imbarcazione  parte dell'ossatura  posto in verticale all'estrema prua e collegato inferiormente alla chiglia.   (Score: 0.00)"", ""has_hyponym, elica, organo meccanico che genera una spinta con la sua rotazione nell'aria o nell'acqua. (Score: 0.00)"", 'has_hyponym, femminella del timone, femmina del cardine che sostiene il timone. (Score: 0.00)', 'has_hyponym, ferzo, Striscia di tessuto che cucito con altri forma la vela.  (Score: 0.00)', 'has_hyponym, fianco, No Gloss (Score: 0.00)', ""has_hyponym, fuso, parte centrale e rettilinea dell'ancora  alle cui estremità si trovano da una parte la cicala e dall'altra le marre. (Score: 0.00)"", ""has_hyponym, giardinetto, Parte poppiera dei fianchi della nave o dell'imbarcazione  dove normalmente lo scafo si arrotonda per raccordarsi alla poppa.  (Score: 0.00)"", ""has_hyponym, incappellaggio, parte dell'albero a cui sono collegati i cavi (sartiame) che lo sostengono. (Score: 0.00)"", ""has_hyponym, invertitore di marcia, Parte del sistema di trasmissione che trasmette la rotazione del motore all'asse dell'elica. (Score: 0.00)"", 'has_hyponym, legnuolo, Componente delle cime tessili e dei cavi d\'acciaio  formato da una serie di fibre (o fili d\'acciaio) ritorte chiamate ""trefoli"". Unendo e torcendo più legnuoli  normalmente 3 o 4  si ottiene la cima tessile o il cavo d\'acciaio. (Score: 0.00)', ""has_hyponym, marra, uno dei (di solito) due bracci curvi dell'ancora.  (Score: 0.00)"", 'has_hyponym, oblò, finestra circolare delle navi  dotata di vetro molto spesso che può essere apribile o fisso. (Score: 0.00)', 'has_hyponym, occhiello, foro rinforzato posto su una vela. (Score: 0.00)', 'has_hyponym, piano trasversale, ciascuna delle sezioni trasversali della superficie esterna dello scafo.  (Score: 0.00)', ""has_hyponym, pala del remo, parte estrema del remo  larga e piatta  che si immerge nell'acqua.  (Score: 0.00)"", 'has_hyponym, paterazzo, No Gloss (Score: 0.00)', ""has_hyponym, rispetto, parte di motore o di altro sistema da utilizzare per sostituire l'equivalente una volta rotto o danneggiato. (Score: 0.00)"", 'has_hyponym, piede di ruota, elemento costruttivo che unisce la ruota di prora alla chiglia.  (Score: 0.00)', 'has_hyponym, polena, ""Polena"" è il nome che designa  nell\'area mediterranea  una figura scolpita  posta sulla prora delle imbarcazioni  elemento indispensabile della nave  specialmente nei secoli XVII e XVIII fino a tutto il XIX. v francese poulaine: rostro o scarpa a punta. (Score: 0.00)', 'has_hyponym, poppa, parte posteriore di imbarcazione (Score: 0.00)', ""has_hyponym, prora, parte anteriore di un'imbarcazione (Score: 0.00)"", ""has_hyponym, rosa della bussola, disco graduato in 360° che  trascinato dagli aghi magnetici  si orienta in modo da indicare la direzione della prua dell'imbarcazione.   (Score: 0.00)"", ""has_hyponym, scalmo, parte dell'ossatura delle imbarcazioni in legno  è la continuazione verso l'alto del madiere. (Score: 0.00)"", ""has_hyponym, sentina, la parte più profonda del fondo dell'imbarcazione dove si raccolgono le acque e i residui liquidi. (Score: 0.00)"", 'has_hyponym, sopra coperta, lo spazio sul ponte di coperta. (Score: 0.00)', ""has_hyponym, sottocoperta, designa genericamente lo spazio interno all'imbarcazione.  (Score: 0.00)"", 'has_hyponym, specchio di poppa, parte posteriore esterna dello scafo. (Score: 0.00)', 'has_hyponym, sperone, parte prominente della prua. (Score: 0.00)', 'has_hyponym, superficie di carena, area totale della parte immersa dello scafo. (Score: 0.00)', 'has_hyponym, tagliamare, estremità prodiera della chiglia  è la parte che fende le acque. (Score: 0.00)', 'has_hyponym, terzarolo, porzione di vela che viene ripiegata per diminuire la superficie esposta al vento. (Score: 0.00)', ""has_hyponym, testa d'albero, estremità superiore dell'albero  dove è fissato il sartiame e dove sono collocate le carrucole di uscita delle drizze  le antenne radio ed i sensori segnavento.  (Score: 0.00)"", 'has_hyponym, testata del molo, parte terminale di un molo  di una banchina o di una diga foranea. (Score: 0.00)', ""has_hyponym, trefolo, componente elementare di una cima tessile o di un cavo d'acciaio: la singola fibra o il singolo filo. (Score: 0.00)"", 'has_hyponym, vela, ciascuno dei teli disposti verticalmente a bordo dei velieri in modo da ricevere la pressione del vento per utilizzarla come forza motrice. (Score: 0.00)']","[""has_hyperonym, ruolo, lavoro assegnato a qlcu.  incarico  mansione.  attività che una persona svolge nell'attendere al proprio compito (Score: 0.00)""]",0,-18.14999999999999,"['accessorio', 'ago della bussola', 'ago magnetico', 'agugliotto', 'albero', ""astuccio dell'asse"", 'avamporto', 'baglio', 'bagnasciuga', 'barra', 'base', 'calcagnolo', 'carabottino', 'carena', 'cassero', 'chiglia', 'coffa', 'continente', 'diamante', 'ruota di poppa', 'ruota di prora', 'elica', 'femminella del timone', 'ferzo', 'fianco', 'fuso', 'giardinetto', 'incappellaggio', 'invertitore di marcia', 'legnuolo', 'marra', 'oblò', 'occhiello', 'piano trasversale', 'pala del remo', 'paterazzo', 'rispetto', 'piede di ruota', 'polena', 'poppa', 'prora', 'rosa della bussola', 'scalmo', 'sentina', 'sopra coperta', 'sottocoperta', 'specchio di poppa', 'sperone', 'superficie di carena', 'tagliamare', 'terzarolo', ""testa d'albero"", 'testata del molo', 'trefolo', 'vela']",[],[]
partenza,1,1,0.0659563434946674,-0.9240436565053326,0,N#2286,N#30957,il momento in cui un veicolo  spec un mezzo di trasporto collettivo  si mette in movimento la partenza della navetta,l atto di partire,"['xpos_near_synonym, partire, No Gloss (Score: 0.00)', ""has_hyperonym, atto, l'agire con intenzione. (Score: 0.00)"", 'has_hyperonym, periodo, periodo  ciascuna delle parti in cui si può dividere la durata di qualcosa. (Score: 0.00)']","[""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,-0.99,"['partire', 'atto', 'periodo']",[],[]
partire,1,6,-0.1,-0.76,0,V#2287,V#32349,[FALLBACK] allontanarsi da un luogo per recarsi altrove.,provenire fig,"['xpos_near_synonym, partenza, il momento in cui un veicolo  spec. un mezzo di trasporto collettivo  si mette in movimento: la partenza della navetta. (Score: 0.00)', 'has_hyperonym, andare_via, allontanarsi da un luogo per recarsi altrove. (Score: 0.00)']","['has_hyperonym, uscire, avere principio  essere causato (fig.)   derivare  aver principio  origine  fondamento (fig.). (Score: 0.00)']",0,-0.66,"['partenza', 'andare_via']",[],[]
Patrasso,1,1,0.0,0.0,0,NP#2411,NP#45603,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Penisola_del_Sinis-Isola_Mal_di_Ventre,1,1,0.0,0.0,0,NP#2593,NP#46310,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
pennone,1,3,-0.04007003177577635,-0.37007003177577635,0,N#881,N#9462,asta sospesa orizzontalmente all albero che sostiene e mantiene distesa una vela quadra ogni vela ha il bordo superiore e quello inferiore fissati a due pennoni che prendono il nome  dalla rispettiva vela,[FALLBACK] drappo che rappresenta l'insegna di uno stato o associazione.,"['has_hyperonym, stanga, barra di materiale vario. (Score: 0.00)']","[""has_hyperonym, bandiera, drappo che rappresenta l'insegna di uno stato o associazione. (Score: 0.00)""]",0,-0.33,['stanga'],[],[]
Pensacola,1,1,0.0,0.0,0,NP#1225,NP#45491,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
percorso,1,1,0.12160331478619012,-0.5383966852138099,0,N#2727,N#3639,tratto di strada che si compie  per mare o per terra,tratto percorso,"['has_hyponym, bordo, nella navigazione di bolina delle barche a vela  ogni tratto percorso con il vento da uno stesso lato. (Score: 0.00)', 'has_hyponym, percorso di regata, cammino che devono percorrere le imbarcazioni in una competizione.  (Score: 0.00)']","['has_hyperonym, parte, il tratto di uno spazio  una distanza  una parte di spazio (Score: 0.00)', 'has_hyponym, chilometraggio, percorso misurato in chilometri (Score: 0.00)', 'has_hyponym, deviazione, percorso alternativo (Score: 0.00)']",0,-0.66,"['bordo', 'percorso di regata']",[],[]
persona,1,5,-0.05,-0.7100000000000001,0,N#2132,N#49693,[FALLBACK] persona caduta in mare o superstite da un naufragio,nella teologia cristiana  ciascuna delle tre figure attraverso le quali si manifesta la divinità,"['has_hyponym, naufrago, persona caduta in mare o superstite da un naufragio (Score: 0.00)', 'has_hyponym, navigatore, chi naviga  chi pratica la navigazione (Score: 0.00)']","['has_hyperonym, figura, forma esteriore di una cosa. (Score: 0.00)', 'has_hyponym, verbo, nella teologia cristiana  la seconda persona della trinità in cui si incarna la parola di Dio. (Score: 0.00)', 'has_hyponym, padre, nella teologia cristiana la prima persona della trinità (Score: 0.00)', 'has_hyponym, spirito, nella religione cristiana terza persona della trinità divina (Score: 0.00)']",0,-0.66,"['naufrago', 'navigatore']",[],[]
perturbazione,1,1,0.0,-0.66,0,N#2504,N#8228,variazione legata allo spostamento e all evoluzione delle aree cicloniche delle condizione meteorologiche in una determinata area geografica  spesso accompagnata da rilevanti fenomeni annuvolamenti  piogge e temporali,intensa e profonda emozione,"[""has_hyperonym, fenomeno_atmosferico, fenomeno fisico che concerne l'atmosfera. (Score: 0.00)"", 'has_hyponym, temporale, improvvisa e rapida perturbazione atmosferica caratterizzata da fenomeni elettrici e da piogge. (Score: 0.00)']","['xpos_near_synonym, incomodare, recare incomodo  molestia. (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,-0.66,"['fenomeno_atmosferico', 'temporale']",[],[]
pesata,1,1,0.0019930924979183196,-0.3280069075020817,0,N#2024,N#80,[FALLBACK] l'agire con intenzione.,[FALLBACK] l'operare  l'agire consapevolmente.,"[""has_hyperonym, atto, l'agire con intenzione. (Score: 0.00)""]","['xpos_near_synonym, pesare, No Gloss (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)""]",0,-0.33,['atto'],[],[]
pescare,1,3,0.1264732309017752,-0.2035267690982248,0,V#1550,V#37043,"termine molto usato nella marineria col significato di essere immerso relativamente ad uno scafo
",essere immerso nell acqua fino a una certa altezza dello scafo  detto dei natanti,"['xpos_near_synonym, immersione, misura della distanza verticale tra la parte inferiore della chiglia di uno scafo e il piano di galleggiamento.  (Score: 0.00)']","['has_hyperonym, essere, ha funzione di copula. (Score: 0.00)']",0,-0.33,['immersione'],[],[]
pescheria,1,1,-0.1,-0.1,0,N#2038,N#27210,[FALLBACK] ,[FALLBACK] edificio o parte di esso.,[],"['has_hyperonym, luogo, edificio o parte di esso. (Score: 0.00)']",0,0,[],[],[]
peschiera,1,1,-0.1,-0.1,0,N#2039,N#14849,[FALLBACK] ,[FALLBACK] grande recipiente spesso affondato nel terreno  per raccogliere acqua o altri liquidi.,[],"['has_hyperonym, vasca, grande recipiente spesso affondato nel terreno  per raccogliere acqua o altri liquidi. (Score: 0.00)']",0,0,[],[],[]
pesciaiola,1,1,-0.1,-0.1,0,N#2040,N#26738,[FALLBACK] ,[FALLBACK] contenitore di varia forma e materiale soprattutto per liquidi o materiali incoerenti.,[],"['has_hyperonym, recipiente, contenitore di varia forma e materiale soprattutto per liquidi o materiali incoerenti. (Score: 0.00)']",0,0,[],[],[]
peseta,1,1,0.0,0.0,0,N#2042,N#8883,moneta,unità monetaria spagnola,[],"['has_hyperonym, unità_monetaria, moneta base di un sistema monetario  come ad esempio il dollaro  il marco  la sterlina ecc. (Score: 0.00)']",0,0,[],[],[]
rispetto,1,4,0.0,-0.33,0,N#1551,N#4874,parte di motore o di altro sistema da utilizzare per sostituire l equivalente una volta rotto o danneggiato,l osservare le leggi  le prescrizioni ecc,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)']","['xpos_near_synonym, osservare, osservare scrupolosamente ordini  regole ecc. (Score: 0.00)', 'xpos_near_synonym, ottemperare, nel linguaggio della burocrazia  obbedire  adempiere a quanto prescritto o richiesto. (Score: 0.00)', ""has_hyperonym, azione, l'operare  l'agire consapevolmente. (Score: 0.00)"", ""has_hyperonym, resultato, l'effetto su qualcosa  il risultato di qualcosa  ciò che è prodotto  che deriva da una causa.  ciò che risulta.  fatto che è provocato da un altro. (Score: 0.00)""]",0,-0.33,['parte'],[],[]
Piombino,1,1,0.0,0.0,0,NP#2383,NP#46424,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
planare,1,1,-0.1,-0.1,0,V#1414,V#35456,dicesi di uno scafo o un galleggiante che  per effetto della velocità e della forma  riesce a navigare a pelo d acqua o comunque si solleva rispetto alla sua immersione in condizioni normali,[FALLBACK] portare a termine  concludere.,[],"['has_hyperonym, compiere, portare a termine  concludere. (Score: 0.00)']",0,0,[],[],[]
pluviometro,1,1,0.11671773546032796,-0.21328226453967206,0,N#2537,N#26392,strumento per la misurazione delle precipitazioni,strumento che misura la quantità di pioggia caduta in un determinato intervallo di tempo,"[""has_hyperonym, utensile, arnese atto all'esecuzione di determinate operazioni proprie di un'arte  di un mestiere o di una tecnica. (Score: 0.00)""]","['has_hyperonym, strumento_di_misura, strumento per misurare la potenza assorbita da un circuito elettrico. (Score: 0.00)']",0,-0.33,['utensile'],[],[]
poggiare,1,1,0.07098413734701416,-0.5890158626529859,0,V#1655,V#35169,dirigere l imbarcazione allontanando la prua dalla direzione di provenienza del vento  in modo da navigare con un andatura più larga  cioè con le vele più lasche,avvicinare una cosa a un altra che la sorregga,"['xpos_near_synonym, poggiata, movimento angolare derivato dall\'atto di ""puggiare"". (Score: 0.00)', 'has_hyperonym, manovrare, fare manovra  dirigere o modificare il movimento di una nave o di una imbarcazione. (Score: 0.00)']","[""has_hyperonym, appropinquare, mettere una cosa vicino o più vicino ad un'altra. (Score: 0.00)"", 'has_hyponym, puntare, appoggiare un oggetto  specialmente appuntito  su di una superficie  premendo con il proprio peso. (Score: 0.00)', 'has_hyponym, riappoggiare, appoggiare di nuovo. (Score: 0.00)', 'has_hyponym, sedersi, assumere la posizione seduta  mettersi seduto. (Score: 0.00)']",0,-0.66,"['poggiata', 'manovrare']",[],[]
Pola,1,1,0.0,0.0,0,NP#2342,NP#47867,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
polena,1,1,-0.06669247790118212,-0.3966924779011821,0,N#2705,N#14297,polena è il nome che designa  nell area mediterranea  una figura scolpita  posta sulla prora delle imbarcazioni  elemento indispensabile della nave  specialmente nei secoli xvii e xviii fino a tutto il xix v francese poulaine rostro o scarpa a punta,[FALLBACK] raffigurazione  immagine  una raffigurazione  rappresentazione,"['has_hyperonym, parte, ciascuno degli elementi o delle parti in cui è diviso un tutto. (Score: 0.00)']","['has_hyperonym, icona, raffigurazione  immagine  una raffigurazione  rappresentazione (Score: 0.00)']",0,-0.33,['parte'],[],[]
pollice,1,1,0.04587439082056455,-0.28412560917943547,0,N#1576,N#4978,unità di misura inglese delle lunghezze  pari a 25 4 mm,[FALLBACK] ciascuna delle dieci propaggini di mani e piedi,"['has_hyperonym, unità_di_misura, grandezza di paragone il cui valore viene messo uguale a uno e rispetto alla quale vengono misurate le altre grandezze con essa omogenee. (Score: 0.00)']","['has_hyperonym, dito, ciascuna delle dieci propaggini di mani e piedi (Score: 0.00)']",0,-0.33,['unità_di_misura'],[],[]
Polo_Sud,1,1,0.0,0.0,0,NP#2634,NP#46154,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Poole,1,1,0.0,0.0,0,NP#1226,NP#48210,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
portare,1,12,0.07104202347312878,-0.25895797652687125,0,V#1661,V#36503,"dicesi delle vele quando ricevono il vento sulla superficie rivolta verso poppa e sono ben regolate  cioè senza pieghe e piene di vento
",avere una determinata portata  detto di bocca di fuoco,"['has_hyperonym, muovere, togliere una cosa dal posto in cui si trova. (Score: 0.00)']","['has_hyperonym, indossare, recare su di sé o indosso. (Score: 0.00)']",0,-0.33,['muovere'],[],[]
Portland,2,3,0.0,0.0,0,NP#2162,NP#48068,[FALLBACK] ,città nel new south wales  in australia,[],[],0,0,[],[],[]
Porto_Cesareo,1,1,0.0,0.0,0,NP#2594,NP#48597,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Porto_Santo_Stefano,1,1,0.0,0.0,0,NP#1227,NP#48025,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Porto_Vesme,1,1,0.0,0.0,0,NP#1229,NP#45676,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Portoferraio,1,1,0.0,0.0,0,NP#1230,NP#46439,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Portofino,2,2,0.0,0.0,0,NP#2595,NP#48594,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Portsmouth,1,1,0.0,0.0,0,NP#1231,NP#48297,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
Pozzuoli,1,1,0.0,0.0,0,NP#2388,NP#47107,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
premiare,1,1,-0.1,-0.1,0,V#2127,V#37254,[FALLBACK] ,[FALLBACK] dare (anche fig.).  trasferire da sé ad altri il possesso di cose materiali o morali.,[],"['xpos_near_synonym, premiazione, No Gloss (Score: 0.00)', 'has_hyperonym, passare, dare (anche fig.).  trasferire da sé ad altri il possesso di cose materiali o morali. (Score: 0.00)']",0,0,[],[],[]
premio,2,3,0.061005457719230355,-0.5989945422807696,0,N#2128,N#3245,dono o riconoscimento elargito per una vittoria o un piazzamento in una competizione,premio in denaro di lotterie e simili,"['has_hyperonym, omaggio, la cosa donata. (Score: 0.00)', ""has_hyponym, nastro azzurro, riconoscimento  costituito da una fascia azzurra dipinta sui fumaioli  conferito alla nave che batte il record di attraversamento dell'Atlantico e conserva il primato per almeno 3 mesi  nel 1933 fu vinto dal transatlantico italiano Rex.  (Score: 0.00)""]","['has_hyperonym, importo, determinata quantità di denaro  quantità di denaro (Score: 0.00)']",0,-0.66,"['omaggio', 'nastro azzurro']",[],[]
Procida,1,1,0.0,0.0,0,NP#2389,NP#45861,[FALLBACK] ,[FALLBACK] ,[],[],0,0,[],[],[]
